"Dim1","Dim2","Clase","Perp"
21.6089943919181,-12.3306414151434,"No potable","Perplexity = 30"
-7.34126357298527,6.05007754073174,"No potable","Perplexity = 30"
-5.8012428889854,26.8713890505955,"No potable","Perplexity = 30"
12.3149914087139,-18.062068722375,"No potable","Perplexity = 30"
4.71090059816419,19.0286121344626,"No potable","Perplexity = 30"
9.18031224556377,-16.8783227381491,"No potable","Perplexity = 30"
7.26865339376333,-20.1689706003923,"No potable","Perplexity = 30"
6.98521158135928,-20.9115226284623,"No potable","Perplexity = 30"
-18.2769193590327,16.0690773589751,"No potable","Perplexity = 30"
-0.0117234202177134,13.9588350416663,"No potable","Perplexity = 30"
12.6044505104162,10.640566375032,"No potable","Perplexity = 30"
-20.3020133544354,-4.52139869474362,"No potable","Perplexity = 30"
22.2747036666965,0.458706323382939,"No potable","Perplexity = 30"
7.88293498138418,-8.64798741004761,"No potable","Perplexity = 30"
6.76670948833901,-9.96442927590847,"No potable","Perplexity = 30"
16.0263409647749,-9.96016113132921,"No potable","Perplexity = 30"
2.56287623208414,11.5401714320588,"No potable","Perplexity = 30"
3.41524684772008,-8.93308664031085,"No potable","Perplexity = 30"
11.3933558520155,4.48161321841736,"No potable","Perplexity = 30"
10.028958878189,-24.4659326416352,"No potable","Perplexity = 30"
9.94662143476489,7.21425965303588,"No potable","Perplexity = 30"
18.577490380087,-0.0712258636394457,"No potable","Perplexity = 30"
-5.25065035477047,-19.6398192176066,"No potable","Perplexity = 30"
2.8823858156385,14.5885122865472,"No potable","Perplexity = 30"
-19.5585874101428,-2.21423735460352,"No potable","Perplexity = 30"
14.9244316149523,20.3676067321985,"No potable","Perplexity = 30"
17.2153153139283,-18.1573387171307,"No potable","Perplexity = 30"
3.08662187288641,-20.6920085917929,"No potable","Perplexity = 30"
-1.05154586945867,17.4047851201273,"No potable","Perplexity = 30"
5.9925014495484,12.6308076986347,"No potable","Perplexity = 30"
19.2549895751789,6.52235738021726,"No potable","Perplexity = 30"
4.17255700766699,-27.0233089275748,"No potable","Perplexity = 30"
18.8595969640419,-8.45924114646385,"No potable","Perplexity = 30"
-4.33762226225116,-13.0870890531231,"No potable","Perplexity = 30"
-13.3399260887087,-6.03597048699198,"No potable","Perplexity = 30"
17.4570399112747,-3.34501763620345,"No potable","Perplexity = 30"
0.492286224005975,-17.1849527311901,"No potable","Perplexity = 30"
-13.3437928083559,3.59425337249843,"No potable","Perplexity = 30"
-15.6446885383809,12.8990395876636,"No potable","Perplexity = 30"
7.06161702718146,-21.1437094114727,"No potable","Perplexity = 30"
-8.31674550233061,-1.7248857890853,"No potable","Perplexity = 30"
12.3863889960666,10.4443402038628,"No potable","Perplexity = 30"
-16.6583315481999,19.5958350217575,"No potable","Perplexity = 30"
-9.39243790099396,27.2795528776587,"No potable","Perplexity = 30"
-12.5101631997919,-7.57363294480133,"No potable","Perplexity = 30"
-15.4483144099222,-1.17949817832558,"No potable","Perplexity = 30"
-12.5315860928974,-6.55611532649023,"No potable","Perplexity = 30"
-2.58253091309717,5.69448061492346,"No potable","Perplexity = 30"
-17.1553299786479,12.800016285169,"No potable","Perplexity = 30"
-15.4888146905738,0.00468340251537873,"No potable","Perplexity = 30"
7.05324439902758,-2.62260290355696,"No potable","Perplexity = 30"
18.9812076980023,5.89435607440406,"No potable","Perplexity = 30"
19.6353442062663,9.32921364997305,"No potable","Perplexity = 30"
8.83311710210832,-18.2570085879236,"No potable","Perplexity = 30"
-6.58878106092141,-11.0536496981143,"No potable","Perplexity = 30"
16.007377932863,-7.82890634827911,"No potable","Perplexity = 30"
-15.1009148654568,15.5763918386435,"No potable","Perplexity = 30"
2.66025066165922,-0.0538276621705909,"No potable","Perplexity = 30"
0.550832939185432,-8.48602819447722,"No potable","Perplexity = 30"
17.6476485006961,-5.70790494188377,"No potable","Perplexity = 30"
-19.5819526471714,14.8074138670237,"No potable","Perplexity = 30"
-11.7322529813502,-2.56131793245704,"No potable","Perplexity = 30"
14.2928218503894,9.8601730136957,"No potable","Perplexity = 30"
14.9801140483325,-9.22012448889601,"No potable","Perplexity = 30"
-22.7945880983107,16.2992403251132,"No potable","Perplexity = 30"
-2.10654365900818,25.0496446392302,"No potable","Perplexity = 30"
-10.3801633580049,-1.15376664953694,"No potable","Perplexity = 30"
-22.909098506439,-3.60473335443863,"No potable","Perplexity = 30"
2.70496013488748,-15.2877575993258,"No potable","Perplexity = 30"
-3.46170270965583,8.00527889902383,"No potable","Perplexity = 30"
14.1771745381518,2.56574142151915,"No potable","Perplexity = 30"
-12.3537577180515,25.6011302912329,"No potable","Perplexity = 30"
-3.4425720521771,21.7664701030846,"No potable","Perplexity = 30"
7.29507963897276,-19.9154180372898,"No potable","Perplexity = 30"
19.7287977837648,1.09082390931833,"No potable","Perplexity = 30"
11.4587645209075,-17.7328255193818,"No potable","Perplexity = 30"
3.40477676212198,-0.324969721544213,"No potable","Perplexity = 30"
1.21500846978103,0.656802204732681,"No potable","Perplexity = 30"
-12.3706071039387,16.3916832497659,"No potable","Perplexity = 30"
-11.5493320604816,10.4673903384714,"No potable","Perplexity = 30"
-13.1188941913673,-4.93657604061932,"No potable","Perplexity = 30"
-23.5918184378064,-3.53143030478395,"No potable","Perplexity = 30"
13.8885216262981,3.96765670156782,"No potable","Perplexity = 30"
-8.24142684711994,23.570847088401,"No potable","Perplexity = 30"
-18.7216055876925,1.82392274577953,"No potable","Perplexity = 30"
15.0595472102472,20.9173291240209,"No potable","Perplexity = 30"
10.6732466882938,-11.2696501380941,"No potable","Perplexity = 30"
8.08661699798537,-16.65805264289,"No potable","Perplexity = 30"
-20.6550545686556,-4.51937237083603,"No potable","Perplexity = 30"
10.0581832931968,-14.5773716557634,"No potable","Perplexity = 30"
4.69485876108787,1.97007703966837,"No potable","Perplexity = 30"
6.43481627254151,-17.4757970466272,"No potable","Perplexity = 30"
14.459137535967,-14.4404552881988,"No potable","Perplexity = 30"
-4.91583591503336,23.4344399509221,"No potable","Perplexity = 30"
1.52502911462695,-2.64820428255937,"No potable","Perplexity = 30"
-17.8703324568548,13.7721810915416,"No potable","Perplexity = 30"
-14.5318878914103,-1.20035131988045,"No potable","Perplexity = 30"
23.182735922966,-9.35845055569981,"No potable","Perplexity = 30"
-0.00199719984490177,-2.85708638842114,"No potable","Perplexity = 30"
-2.16773288247585,10.0473451260238,"No potable","Perplexity = 30"
-17.5596830019493,0.913914689714816,"No potable","Perplexity = 30"
-1.56304959590652,-18.5024641752095,"No potable","Perplexity = 30"
-4.16293708301281,27.0495555069384,"No potable","Perplexity = 30"
-2.48334186144775,-21.189220847843,"No potable","Perplexity = 30"
6.72804950711216,-25.8915574003918,"No potable","Perplexity = 30"
-12.1258519724752,5.06398467789766,"No potable","Perplexity = 30"
18.4247499132376,8.34084382066935,"No potable","Perplexity = 30"
21.5513021751128,4.604360169207,"No potable","Perplexity = 30"
1.746901106339,-21.4803867204526,"No potable","Perplexity = 30"
4.37987013057128,22.1050679084748,"No potable","Perplexity = 30"
-8.91924466970347,-7.9296227866545,"No potable","Perplexity = 30"
0.154256558364931,18.6182651879797,"No potable","Perplexity = 30"
4.36099653648227,16.010297839211,"No potable","Perplexity = 30"
-11.6490969272367,10.4963344374699,"No potable","Perplexity = 30"
1.66217637461212,12.3364310992574,"No potable","Perplexity = 30"
-10.9077742960477,15.1956899366881,"No potable","Perplexity = 30"
14.3692304724467,10.801506269393,"No potable","Perplexity = 30"
-0.914082578718394,-17.9530755415084,"No potable","Perplexity = 30"
6.79504426858257,-18.4909002076613,"No potable","Perplexity = 30"
-23.8804538353007,-5.62745483172565,"No potable","Perplexity = 30"
-13.8747219231304,13.3726012280991,"No potable","Perplexity = 30"
13.0563421490056,-7.06366588713213,"No potable","Perplexity = 30"
4.2838008422371,7.44534000769242,"No potable","Perplexity = 30"
-11.9565568518289,-1.8105086386507,"No potable","Perplexity = 30"
7.44090494270927,-20.2468949871927,"No potable","Perplexity = 30"
24.1862888859373,-8.2196933476683,"No potable","Perplexity = 30"
-6.89408881777492,0.251529740666538,"No potable","Perplexity = 30"
-3.21392139993786,8.8110265692748,"No potable","Perplexity = 30"
-1.66745116003349,22.6973392821309,"No potable","Perplexity = 30"
12.490087993689,15.837044870564,"No potable","Perplexity = 30"
3.94031954913658,-18.5902653904345,"No potable","Perplexity = 30"
-14.370811325141,0.78670298484048,"No potable","Perplexity = 30"
-8.63103718747823,9.89632067225104,"No potable","Perplexity = 30"
22.6075837212849,6.39744631610649,"No potable","Perplexity = 30"
15.099228407127,4.82569497632308,"No potable","Perplexity = 30"
-22.7479978081127,-3.70155349437003,"No potable","Perplexity = 30"
11.913672127523,-5.35015425164826,"No potable","Perplexity = 30"
-1.13073453864694,-8.77282419403947,"No potable","Perplexity = 30"
5.02889507231358,5.75666285659791,"No potable","Perplexity = 30"
6.89406788419828,-20.7952388944577,"No potable","Perplexity = 30"
-3.67440828938423,16.910271104752,"No potable","Perplexity = 30"
24.0312107549303,-7.20629270746867,"No potable","Perplexity = 30"
-16.2332744132261,13.8419042218992,"No potable","Perplexity = 30"
18.4620367124509,8.49357873140804,"No potable","Perplexity = 30"
11.4460596007674,-17.7455815473724,"No potable","Perplexity = 30"
-5.7564403434314,-3.04540800756505,"No potable","Perplexity = 30"
-3.64500303620514,18.2533625832883,"No potable","Perplexity = 30"
5.03587971265447,15.1243865945046,"No potable","Perplexity = 30"
8.15510358374092,-21.2810234856269,"No potable","Perplexity = 30"
0.198679956835765,1.63204394317624,"No potable","Perplexity = 30"
-1.75106438688818,5.47519533959159,"No potable","Perplexity = 30"
-6.44965551488916,21.5694186254469,"No potable","Perplexity = 30"
22.1293546507786,-4.33890853279896,"No potable","Perplexity = 30"
-1.55782907973642,-4.6560602560477,"No potable","Perplexity = 30"
5.11617442574304,-17.818672124627,"No potable","Perplexity = 30"
9.98900009192087,-1.31811500378813,"No potable","Perplexity = 30"
8.66262610488425,17.2244537646939,"No potable","Perplexity = 30"
-12.9934364759855,3.28554225342991,"No potable","Perplexity = 30"
-8.01867244037486,-12.0209311593475,"No potable","Perplexity = 30"
1.31834273662175,16.7143133323304,"No potable","Perplexity = 30"
-5.6251772891567,22.982642737564,"No potable","Perplexity = 30"
6.82925406804072,-18.4067438763897,"No potable","Perplexity = 30"
-21.7251877881093,-3.76742673313479,"No potable","Perplexity = 30"
-17.797972063955,16.7481752893855,"No potable","Perplexity = 30"
21.5221626077908,19.1906374967889,"No potable","Perplexity = 30"
19.2160991289653,-1.14492606510271,"No potable","Perplexity = 30"
-6.81212481752591,0.394890477801568,"No potable","Perplexity = 30"
9.69614913814556,-5.67567180122674,"No potable","Perplexity = 30"
-11.0500351619881,-10.2772839457209,"No potable","Perplexity = 30"
-7.90975156158641,-6.36832489097799,"No potable","Perplexity = 30"
10.2078433404422,-24.5154239547565,"No potable","Perplexity = 30"
15.0163586350957,20.8415809638213,"No potable","Perplexity = 30"
26.1490066538153,4.82884852312275,"No potable","Perplexity = 30"
-14.2752998355568,13.1425426321683,"No potable","Perplexity = 30"
5.57728719748926,18.8241342150641,"No potable","Perplexity = 30"
7.48061750753222,2.43558844649392,"No potable","Perplexity = 30"
9.03034350055073,-17.8804177638415,"No potable","Perplexity = 30"
-20.3524475039343,-0.772770741927942,"No potable","Perplexity = 30"
-3.02188320376267,24.8123480915871,"No potable","Perplexity = 30"
10.6333990460377,9.08007757451548,"No potable","Perplexity = 30"
-13.5945642776849,14.1447698484977,"No potable","Perplexity = 30"
-9.97019350795439,27.4580297602376,"No potable","Perplexity = 30"
5.44454250522954,-17.8195181878636,"No potable","Perplexity = 30"
5.46357206779979,15.9205686545914,"No potable","Perplexity = 30"
7.88918486400894,-25.7524780356641,"No potable","Perplexity = 30"
1.49252176759847,-5.36143612216388,"No potable","Perplexity = 30"
4.24254289230802,-11.90851767814,"No potable","Perplexity = 30"
6.59409297880587,4.17967936991292,"No potable","Perplexity = 30"
-5.54198946286794,7.60867788643523,"No potable","Perplexity = 30"
11.9550732471894,-12.1980767164377,"No potable","Perplexity = 30"
15.683557317974,-2.3787086421822,"No potable","Perplexity = 30"
13.3370820447284,-2.25864488173388,"No potable","Perplexity = 30"
-6.39588785027144,-1.11183073922336,"No potable","Perplexity = 30"
2.36032301430444,-4.33395245857406,"No potable","Perplexity = 30"
2.3766676035064,18.8709511811666,"No potable","Perplexity = 30"
-7.87130171389563,23.650342844544,"No potable","Perplexity = 30"
0.232527078773817,6.53357698917317,"No potable","Perplexity = 30"
-3.72698540669925,-22.2418935758084,"No potable","Perplexity = 30"
0.846616837821863,12.7276546172471,"No potable","Perplexity = 30"
22.8731445462283,12.2958444360886,"No potable","Perplexity = 30"
-13.6271272211699,-9.280242876661,"No potable","Perplexity = 30"
6.69078791383464,-25.9441142298738,"No potable","Perplexity = 30"
-5.43810714787532,24.0833259796409,"No potable","Perplexity = 30"
-23.0570551310498,-3.53004375244513,"No potable","Perplexity = 30"
14.7795698948266,8.76710134508721,"No potable","Perplexity = 30"
-5.90325913812178,-20.8222644051602,"Potable","Perplexity = 30"
-3.7562779208648,-21.9780827532578,"Potable","Perplexity = 30"
-6.69860149201673,-14.2782572356035,"Potable","Perplexity = 30"
31.8272789267083,3.19860570982748,"Potable","Perplexity = 30"
19.0929378077801,12.9165104695412,"Potable","Perplexity = 30"
-8.98536320077361,5.61898160727269,"Potable","Perplexity = 30"
1.4530842264682,7.88215121295225,"Potable","Perplexity = 30"
17.892409271259,5.00123406596062,"Potable","Perplexity = 30"
-5.62805090070655,-22.7618782119498,"Potable","Perplexity = 30"
-8.4581631226207,16.615945500947,"Potable","Perplexity = 30"
1.88012928236793,19.0727921061875,"Potable","Perplexity = 30"
23.6123571337105,11.1150543564512,"Potable","Perplexity = 30"
-15.6022852948636,13.2388607538016,"Potable","Perplexity = 30"
-5.16515480276526,-23.4900773043704,"Potable","Perplexity = 30"
-13.8803925681433,-19.6661213813099,"Potable","Perplexity = 30"
-4.52309617275652,0.371214415984799,"Potable","Perplexity = 30"
-3.70488379588977,5.51525639093926,"Potable","Perplexity = 30"
-9.13648827434352,-6.18980192633966,"Potable","Perplexity = 30"
1.4219308863481,22.2682066965491,"Potable","Perplexity = 30"
-22.7329804808728,5.74659734376758,"Potable","Perplexity = 30"
28.7658686262998,5.66252370585599,"Potable","Perplexity = 30"
5.36520932394565,4.23073953126681,"Potable","Perplexity = 30"
31.4530757054472,3.82151294139414,"Potable","Perplexity = 30"
21.1169497264979,-13.582947643689,"Potable","Perplexity = 30"
-18.0225501615361,-2.44325683943719,"Potable","Perplexity = 30"
31.6781658148001,3.67309585933282,"Potable","Perplexity = 30"
2.8404252808475,-10.8934224652625,"Potable","Perplexity = 30"
18.5776030948212,3.42239303834541,"Potable","Perplexity = 30"
-4.47236315480771,-23.5413601623493,"Potable","Perplexity = 30"
-14.2720291319865,11.3242491885821,"Potable","Perplexity = 30"
-6.52569778180206,-21.7585016535773,"Potable","Perplexity = 30"
28.7888977977909,6.78362357017481,"Potable","Perplexity = 30"
5.40599128704916,5.99617382877659,"Potable","Perplexity = 30"
21.7286610290889,-16.0616347357599,"Potable","Perplexity = 30"
23.8251986684807,18.913990914076,"Potable","Perplexity = 30"
-1.94662114117101,-3.88683923743699,"Potable","Perplexity = 30"
-3.50032211372883,5.66587157597472,"Potable","Perplexity = 30"
-4.17909847657133,-27.2830923812841,"Potable","Perplexity = 30"
28.255791710689,4.14515866068701,"Potable","Perplexity = 30"
29.0383028857163,4.76447753070133,"Potable","Perplexity = 30"
-18.0158949007912,5.61989108201128,"Potable","Perplexity = 30"
-18.6307112797341,-11.5395007621108,"Potable","Perplexity = 30"
2.12817085829702,24.0159373251661,"Potable","Perplexity = 30"
-6.94985415195137,6.1036786049367,"Potable","Perplexity = 30"
12.1743358495659,-24.5800613500244,"Potable","Perplexity = 30"
-7.10572407127191,4.47097817530604,"Potable","Perplexity = 30"
7.15891982939695,-11.3548376980289,"Potable","Perplexity = 30"
2.30264384980097,-6.646396417017,"Potable","Perplexity = 30"
22.6441103471907,1.42899501801012,"Potable","Perplexity = 30"
31.5087493162397,5.60083684042996,"Potable","Perplexity = 30"
1.12588051888981,0.6718863213253,"Potable","Perplexity = 30"
-3.24691578015643,-21.3766567243871,"Potable","Perplexity = 30"
-7.3354574995659,14.6411642049363,"Potable","Perplexity = 30"
25.4652333217647,-0.578196739035986,"Potable","Perplexity = 30"
-8.71115676131418,-23.3008655186972,"Potable","Perplexity = 30"
-14.2883019190941,8.90637740255881,"Potable","Perplexity = 30"
12.8094842097344,17.4577775394039,"Potable","Perplexity = 30"
14.443965828105,-1.85954699907054,"Potable","Perplexity = 30"
3.01114761500157,-0.106974734901663,"Potable","Perplexity = 30"
-5.03096823464132,-22.1125057335087,"Potable","Perplexity = 30"
32.6954525459077,0.061122934084435,"Potable","Perplexity = 30"
1.7231367251286,20.9097522424491,"Potable","Perplexity = 30"
11.7503945922255,-15.5540267987303,"Potable","Perplexity = 30"
16.5804659888065,-19.6587273189533,"Potable","Perplexity = 30"
28.1971103051308,4.12791498553532,"Potable","Perplexity = 30"
9.72518223827821,3.83700987624948,"Potable","Perplexity = 30"
6.95941976844098,-11.088834141558,"Potable","Perplexity = 30"
-5.13863784839043,-23.4765754770386,"Potable","Perplexity = 30"
-12.3457665504764,16.3773931370966,"Potable","Perplexity = 30"
13.3339205434299,-23.7493433525096,"Potable","Perplexity = 30"
-15.9552540994631,-19.4640409481126,"Potable","Perplexity = 30"
-9.41907724243708,14.4723680921827,"Potable","Perplexity = 30"
28.0782331051709,4.01849010526752,"Potable","Perplexity = 30"
-9.26862336405206,-6.05066795154301,"Potable","Perplexity = 30"
31.5988493736032,5.01546806668359,"Potable","Perplexity = 30"
-21.8728787576364,10.9549440196739,"Potable","Perplexity = 30"
-9.30376070424775,14.3355880017316,"Potable","Perplexity = 30"
6.99777782355835,-6.45193915186661,"Potable","Perplexity = 30"
17.5938884894255,2.18709167370269,"Potable","Perplexity = 30"
4.55494621343047,-15.4422577920649,"Potable","Perplexity = 30"
-13.6667761802269,-9.26142556718586,"Potable","Perplexity = 30"
-1.33591224484653,-18.0444987704574,"Potable","Perplexity = 30"
-17.9086287510372,5.50919269217522,"Potable","Perplexity = 30"
16.5544922884448,16.0661859213841,"Potable","Perplexity = 30"
-15.8586074086176,12.8570728790941,"Potable","Perplexity = 30"
-6.45847415648333,-24.2166044245554,"Potable","Perplexity = 30"
20.4794133618237,19.2803787949508,"Potable","Perplexity = 30"
4.83069574604237,8.03895855895241,"Potable","Perplexity = 30"
-9.67520683620184,15.3601923704066,"Potable","Perplexity = 30"
-3.86821241297036,-19.8345269881623,"Potable","Perplexity = 30"
-15.3941130175577,-3.20550671282392,"Potable","Perplexity = 30"
29.6100788073482,4.29906929234222,"Potable","Perplexity = 30"
-17.9606957622366,5.76688125885989,"Potable","Perplexity = 30"
-10.8772463534339,-11.8957849971979,"Potable","Perplexity = 30"
-21.0243907440997,9.96667634259095,"Potable","Perplexity = 30"
-16.8761712299123,-24.9404506958091,"Potable","Perplexity = 30"
1.8703994506411,19.2548853928358,"Potable","Perplexity = 30"
24.1611896160457,-3.34228161316459,"Potable","Perplexity = 30"
-7.40252895351547,-18.8885673699248,"Potable","Perplexity = 30"
-7.85363749307663,-18.1649253680675,"Potable","Perplexity = 30"
-12.0798423174357,6.32240532002043,"Potable","Perplexity = 30"
31.2455864931554,3.87640589651925,"Potable","Perplexity = 30"
-29.3520511118878,0.170938233970003,"Potable","Perplexity = 30"
-11.1887720424045,-10.4858063256052,"Potable","Perplexity = 30"
29.4456359796746,10.004394923563,"Potable","Perplexity = 30"
-12.4423347153263,4.87685468686729,"Potable","Perplexity = 30"
-13.1114981928155,6.51712716213688,"Potable","Perplexity = 30"
32.0471132021419,2.58596462704453,"Potable","Perplexity = 30"
15.643098870863,-10.059679962035,"Potable","Perplexity = 30"
-18.3335392612852,-11.3399446861191,"Potable","Perplexity = 30"
-2.61754487661748,-3.84733031951358,"Potable","Perplexity = 30"
-11.710065661286,-11.8256352819451,"Potable","Perplexity = 30"
19.3489212786193,4.35244453840247,"Potable","Perplexity = 30"
-19.4966637296283,4.65170354025051,"Potable","Perplexity = 30"
-2.47818872978021,10.4049602963258,"Potable","Perplexity = 30"
31.8987922911097,3.14535279808645,"Potable","Perplexity = 30"
24.3143405262756,-5.51778548589965,"Potable","Perplexity = 30"
20.7108484630519,19.234093459543,"Potable","Perplexity = 30"
-2.57860733669316,-13.5064971696991,"Potable","Perplexity = 30"
8.57134919505455,-0.498906481627363,"Potable","Perplexity = 30"
8.12904805072156,0.605949714328085,"Potable","Perplexity = 30"
-14.6487262281856,-20.0131514370786,"Potable","Perplexity = 30"
14.2707342775158,-15.9138861850885,"Potable","Perplexity = 30"
-22.3514701093758,9.98056899224278,"Potable","Perplexity = 30"
-10.6950942943571,-15.5016411532042,"Potable","Perplexity = 30"
3.22980471435232,-2.13376319181885,"Potable","Perplexity = 30"
-6.64599854421119,-21.6720095411849,"Potable","Perplexity = 30"
7.62157158331437,-5.29499215744182,"Potable","Perplexity = 30"
24.1872623024495,-5.75893085546158,"Potable","Perplexity = 30"
-5.1158329666579,-22.9799607541614,"Potable","Perplexity = 30"
31.5039951273554,4.72990127788582,"Potable","Perplexity = 30"
15.448537945596,-20.30066230121,"Potable","Perplexity = 30"
14.8252617855906,-3.60178874567677,"Potable","Perplexity = 30"
20.5487033168395,17.2579205418628,"Potable","Perplexity = 30"
-30.3181749723213,1.40491945614682,"Potable","Perplexity = 30"
26.9450711710056,11.501299484332,"Potable","Perplexity = 30"
30.0674590219541,1.80081422772843,"Potable","Perplexity = 30"
-3.3008683380537,-15.4340329657498,"Potable","Perplexity = 30"
-11.2879823681337,13.8757611660972,"Potable","Perplexity = 30"
4.31092150541019,12.9822996894424,"Potable","Perplexity = 30"
-10.1718900263026,-4.73618535315,"Potable","Perplexity = 30"
-10.593494574414,-13.2935350571072,"Potable","Perplexity = 30"
-8.03153371799208,4.84003253382436,"Potable","Perplexity = 30"
13.2602555782406,4.57485523374002,"Potable","Perplexity = 30"
1.11178684204511,7.09246136038115,"Potable","Perplexity = 30"
-15.13283639829,-0.538109918081972,"Potable","Perplexity = 30"
-16.5950253089926,10.9342074017918,"Potable","Perplexity = 30"
5.86388463432824,-3.92198565319789,"Potable","Perplexity = 30"
0.473221963886349,19.4995742632233,"Potable","Perplexity = 30"
-3.33085271757568,-7.60960663855746,"Potable","Perplexity = 30"
30.0170769600058,1.77386241893926,"Potable","Perplexity = 30"
-26.778921131819,-0.0491127737795468,"Potable","Perplexity = 30"
-9.55553525986955,14.8918017208041,"Potable","Perplexity = 30"
10.0422656660146,7.15882239290208,"Potable","Perplexity = 30"
0.876352025177497,-0.616906872101054,"Potable","Perplexity = 30"
32.7403397355857,0.025062220312909,"Potable","Perplexity = 30"
2.33289331295452,18.8753398436136,"Potable","Perplexity = 30"
-7.16797660604407,7.90646141985974,"Potable","Perplexity = 30"
-13.352320364387,-18.2932363041411,"Potable","Perplexity = 30"
-21.3401325817317,-14.3966935767114,"Potable","Perplexity = 30"
14.5772967598896,2.01026520515267,"No potable","Perplexity = 30"
6.22648331363329,5.73934012448626,"No potable","Perplexity = 30"
7.10468803180107,10.9427928520755,"No potable","Perplexity = 30"
-2.91377505128876,-10.1593881957951,"No potable","Perplexity = 30"
2.19320470635432,-22.6012164534327,"No potable","Perplexity = 30"
0.33909363387909,-11.811118099042,"No potable","Perplexity = 30"
3.71615703382454,-5.90381831429035,"No potable","Perplexity = 30"
-9.4228092181896,22.8043687559254,"No potable","Perplexity = 30"
15.1251403566202,0.0934516637522098,"No potable","Perplexity = 30"
-0.889785779810948,-16.0354213107388,"No potable","Perplexity = 30"
-21.2738828342791,13.3150411542993,"No potable","Perplexity = 30"
-14.3900363474428,8.20195962710503,"No potable","Perplexity = 30"
-5.96037292218961,13.5503269651429,"No potable","Perplexity = 30"
-4.9720674240901,-18.1559327754188,"No potable","Perplexity = 30"
7.55622135314863,-1.71913107122937,"No potable","Perplexity = 30"
25.2286464099166,-7.0039880433745,"No potable","Perplexity = 30"
17.7813364715563,7.35763769870927,"No potable","Perplexity = 30"
-17.3141010091292,16.5922325672332,"No potable","Perplexity = 30"
-4.46262756568288,-1.84322794389583,"No potable","Perplexity = 30"
3.88548948036455,-5.89361811256682,"No potable","Perplexity = 30"
-7.73447239757416,8.51208692305489,"No potable","Perplexity = 30"
3.68756797487857,12.9381937049465,"No potable","Perplexity = 30"
7.81781817153586,-0.899309924108951,"No potable","Perplexity = 30"
-17.1399226136356,12.6008569467372,"No potable","Perplexity = 30"
-0.385732065416674,-16.0271870742342,"No potable","Perplexity = 30"
10.1782590713958,5.16018854078116,"No potable","Perplexity = 30"
20.3090420529858,-8.620834999954,"No potable","Perplexity = 30"
-25.0589344656841,15.7879933606577,"No potable","Perplexity = 30"
